INTERACTION_ID,ENTREZ_GENE_A,ENTREZ_GENE_B,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM,PUBMED_ID,PUBMED_AUTHOR,THROUGHPUT,QUALIFICATIONS
725491,6300,27429,MAPK12,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure 2.
725500,1432,27429,MAPK14,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure S2.
725501,5600,27429,MAPK11,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure S2.
725502,5603,27429,MAPK13,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure S2.
725503,5595,27429,MAPK3,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure S2.
725504,983,27429,CDK1,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure S2.
725505,1020,27429,CDK5,HTRA2,Biochemical Activity,17906618,Plun-Favreau H (2007),Low Throughput,figure S2.
725575,54471,54471,MIEF1,MIEF1,Affinity Capture-Western,21701560,Zhao J (2011),Low Throughput,-
725576,54471,10059,MIEF1,DNM1L,Affinity Capture-Western,21701560,Zhao J (2011),Low Throughput,-
725577,54471,51024,MIEF1,FIS1,Affinity Capture-Western,21701560,Zhao J (2011),Low Throughput,-
725734,65018,65018,PINK1,PINK1,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725735,9804,65018,TOMM20,PINK1,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725736,9804,10452,TOMM20,TOMM40,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725737,56993,10452,TOMM22,TOMM40,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725738,65018,10452,PINK1,TOMM40,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725739,65018,9868,PINK1,TOMM70A,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725740,65018,56993,PINK1,TOMM22,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725741,65018,9804,PINK1,TOMM20,Affinity Capture-Western,22280891,Lazarou M (2012),Low Throughput,figure 3.
725803,3636,3313,INPPL1,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Ship2|exogenous expression of bait
725806,3636,293,INPPL1,SLC25A6,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Ship2|exogenous expression of bait
725810,3636,5096,INPPL1,PCCB,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Ship2|exogenous expression of bait
725811,3636,64087,INPPL1,MCCC2,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Ship2|exogenous expression of bait
725847,867,3313,CBL,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged c-CBL|exogenous expression of bait
725977,84959,64087,UBASH3B,MCCC2,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Sts1|exogenous expression of bait
726161,2885,3313,GRB2,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Grb2|exogenous expression of bait
726203,2885,10845,GRB2,CLPX,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Grb2|exogenous expression of bait
726339,6464,2194,SHC1,FASN,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Shc1|exogenous expression of bait
726350,6464,3313,SHC1,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Shc1|exogenous expression of bait
726359,6464,47,SHC1,ACLY,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Shc1|exogenous expression of bait
726380,6464,92609,SHC1,TIMM50,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Shc1|exogenous expression of bait
726399,6464,9131,SHC1,AIFM1,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged Shc1|exogenous expression of bait
726456,1398,3313,CRK,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged CRK|exogenous expression of bait
726528,2060,3313,EPS15,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged EPS15|exogenous expression of bait
726554,2060,64087,EPS15,MCCC2,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged EPS15|exogenous expression of bait
726562,2060,5096,EPS15,PCCB,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged EPS15|exogenous expression of bait
726596,1173,3313,AP2M1,HSPA9,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged AP2M1|exogenous expression of bait
726623,1173,2194,AP2M1,FASN,Affinity Capture-MS,19380743,Brehme M (2009),High Throughput,TAP-tagged AP2M1|exogenous expression of bait
726835,23770,596,FKBP8,BCL2,Reconstituted Complex,15733859,Kang CB (2005),Low Throughput,-
726836,23770,596,FKBP8,BCL2,Two-hybrid,15733859,Kang CB (2005),Low Throughput,-
726988,4217,11315,MAP3K5,PARK7,Affinity Capture-Western,19293155,Waak J (2009),Low Throughput,figure 2.
726994,4697,11315,NDUFA4,PARK7,Affinity Capture-Western,19822128,Hayashi T (2009),Low Throughput,figure 1.|figure 4.
726995,11315,4697,PARK7,NDUFA4,Reconstituted Complex,19822128,Hayashi T (2009),Low Throughput,figure 1.
726996,11315,4535,PARK7,ND1,Affinity Capture-Western,19822128,Hayashi T (2009),Low Throughput,figure 1.
726997,11315,4722,PARK7,NDUFS3,Affinity Capture-Western,19822128,Hayashi T (2009),Low Throughput,figure 1.
727047,7156,7014,TOP3A,TERF2,Affinity Capture-Western,18418389,Temime-Smaali N (2008),Low Throughput,-
727085,23400,23770,ATP13A2,FKBP8,Two-hybrid,22645275,Usenovic M (2012),High Throughput,table S1. split-ubiquitin (Ub) membrane yeast two-hybrid (MYTH) system
727251,5071,65018,PARK2,PINK1,Affinity Capture-Western,19229105,Xiong H (2009),Low Throughput,figure 1.|figure 2.
727252,5071,11315,PARK2,PARK7,Affinity Capture-Western,19229105,Xiong H (2009),Low Throughput,figure 1.|figure 2.
727253,65018,5071,PINK1,PARK2,Affinity Capture-Western,19229105,Xiong H (2009),Low Throughput,figure 1.
727254,65018,11315,PINK1,PARK7,Affinity Capture-Western,19229105,Xiong H (2009),Low Throughput,figure 1.
727255,11315,5071,PARK7,PARK2,Affinity Capture-Western,19229105,Xiong H (2009),Low Throughput,figure 1.
727256,11315,65018,PARK7,PINK1,Affinity Capture-Western,19229105,Xiong H (2009),Low Throughput,figure 1.
727257,5071,11315,PARK2,PARK7,Reconstituted Complex,19229105,Xiong H (2009),Low Throughput,figure 1.
727258,5071,65018,PARK2,PINK1,Reconstituted Complex,19229105,Xiong H (2009),Low Throughput,figure 1.
727259,11315,5071,PARK7,PARK2,Reconstituted Complex,19229105,Xiong H (2009),Low Throughput,figure 1.
727260,11315,65018,PARK7,PINK1,Reconstituted Complex,19229105,Xiong H (2009),Low Throughput,figure 1.
727264,5071,5071,PARK2,PARK2,Biochemical Activity,19229105,Xiong H (2009),Low Throughput,figure 5. PINK1 promotes Parkin auto-ubiquitination in vitro
727566,11315,11315,PARK7,PARK7,Affinity Capture-Western,17331951,Goerner K (2007),Low Throughput,figure 6.
727621,25937,10971,WWTR1,YWHAQ,Affinity Capture-Western,21555462,Habbig S (2011),Low Throughput,source of TAZ not clear
727622,9113,25937,LATS1,WWTR1,Affinity Capture-Western,21555462,Habbig S (2011),Low Throughput,source of proteins not clear
727623,7157,11315,TP53,PARK7,Affinity Capture-Western,18042550,Fan J (2008),Low Throughput,figure 5.
727624,11315,7157,PARK7,TP53,Affinity Capture-Western,18042550,Fan J (2008),Low Throughput,figure 5.
727742,207,3313,AKT1,HSPA9,Affinity Capture-MS,20856200,Zhu QS (2011),Low Throughput,-
727757,207,3313,AKT1,HSPA9,Affinity Capture-Western,20856200,Zhu QS (2011),Low Throughput,-
727769,1409,581,CRYAA,BAX,Reconstituted Complex,14752512,Mao YW (2004),Low Throughput,figure 4.
727771,1410,581,CRYAB,BAX,Reconstituted Complex,14752512,Mao YW (2004),Low Throughput,figure 4.
727773,1410,581,CRYAB,BAX,Affinity Capture-Western,14752512,Mao YW (2004),Low Throughput,figure 5.
727775,1409,581,CRYAA,BAX,Affinity Capture-Western,14752512,Mao YW (2004),Low Throughput,figure 5.
727777,581,1409,BAX,CRYAA,Affinity Capture-Western,14752512,Mao YW (2004),Low Throughput,figure 5.
727779,581,1410,BAX,CRYAB,Affinity Capture-Western,14752512,Mao YW (2004),Low Throughput,figure 5.
727792,5071,351,PARK2,APP,Co-localization,22954671,Lonskaya I (2012),Low Throughput,Parkin co-localizes with intraneuronal A-Beta1-42 in the hippocampus and cortex in Alzheimer's Disease patients
727913,11315,11315,PARK7,PARK7,Co-crystal Structure,12761214,Tao X (2003),Low Throughput,figure 3. dimer
727989,5071,2861,PARK2,GPR37,Two-hybrid,14579121,Takahashi R (2003),High Throughput,data not shown.
728458,5071,7332,PARK2,UBE2L3,Reconstituted Complex,14559152,Choi P (2003),Low Throughput,-
728525,11315,11315,PARK7,PARK7,Affinity Capture-Western,20304780,Chen J (2010),Low Throughput,figure 2.
728526,11315,1446,PARK7,CSN1S1,Biochemical Activity,20304780,Chen J (2010),Low Throughput,figure 2.
728535,65018,5071,PINK1,PARK2,Biochemical Activity,22724072,Kondapalli C (2012),Low Throughput,figure 1. PINK1 in this paper should be the Tribolium castaneum PINK1.
728536,65018,65018,PINK1,PINK1,Biochemical Activity,22724072,Kondapalli C (2012),Low Throughput,figure 1. PINK1 in this paper should be the Tribolium castaneum PINK1.
728537,5071,7316,PARK2,UBC,Biochemical Activity,22724072,Kondapalli C (2012),Low Throughput,figure 2. formation of poly-Ub.
728538,5071,65018,PARK2,PINK1,Biochemical Activity,22724072,Kondapalli C (2012),Low Throughput,figure 2. formation of poly-Ub.
728541,11315,6571,PARK7,SLC18A2,Affinity Capture-Western,22554508,Ishikawa S (2012),Low Throughput,figure 2.
728542,11315,6571,PARK7,SLC18A2,Reconstituted Complex,22554508,Ishikawa S (2012),Low Throughput,figure 2.
728543,11315,6571,PARK7,SLC18A2,Co-localization,22554508,Ishikawa S (2012),Low Throughput,figure 2.
728555,11315,5728,PARK7,PTEN,Affinity Capture-Western,21426932,Das F (2011),Low Throughput,figure 2.
728556,5728,11315,PTEN,PARK7,Affinity Capture-Western,21426932,Das F (2011),Low Throughput,figure 2.
728631,5071,7332,PARK2,UBE2L3,Reconstituted Complex,19240029,Uchiki T (2009),Low Throughput,E2: UbcH7
728638,5071,7327,PARK2,UBE2G2,Reconstituted Complex,17553932,Joch M (2007),Low Throughput,-
728639,5071,7334,PARK2,UBE2N,Reconstituted Complex,17553932,Joch M (2007),Low Throughput,-
728640,5071,7332,PARK2,UBE2L3,Reconstituted Complex,17553932,Joch M (2007),Low Throughput,-
728641,5071,7322,PARK2,UBE2D2,Reconstituted Complex,17553932,Joch M (2007),Low Throughput,-
728644,5071,7334,PARK2,UBE2N,Reconstituted Complex,17846173,Olzmann JA (2007),Low Throughput,-
728989,26270,3313,FBXO6,HSPA9,Affinity Capture-MS,22268729,Liu B (2012),High Throughput,"Core binding protein of FBXO6 identified in three different human cell lines: HELA, HEK 293T, and Jurkat cells.|exogenous expression of bait"
729010,26270,7385,FBXO6,UQCRC2,Affinity Capture-MS,22268729,Liu B (2012),High Throughput,"Core binding protein of FBXO6 identified in three different human cell lines: HELA, HEK 293T, and Jurkat cells.|exogenous expression of bait"
729021,26270,9131,FBXO6,AIFM1,Affinity Capture-MS,22268729,Liu B (2012),High Throughput,exogenous expression of bait
729050,26270,3032,FBXO6,HADHB,Affinity Capture-MS,22268729,Liu B (2012),High Throughput,exogenous expression of bait
729082,26270,4942,FBXO6,OAT,Affinity Capture-MS,22268729,Liu B (2012),High Throughput,exogenous expression of bait
729119,26270,38,FBXO6,ACAT1,Affinity Capture-MS,22268729,Liu B (2012),High Throughput,exogenous expression of bait
729970,4170,10018,MCL1,BCL2L11,Affinity Capture-Western,15989957,Zhong Q (2005),Low Throughput,-
729971,10075,4170,HUWE1,MCL1,Biochemical Activity,15989957,Zhong Q (2005),Low Throughput,"The in vitro reaction contained E1, Ubch7 [E2], Mule E3], and ubiquitin."
729972,4170,10075,MCL1,HUWE1,Affinity Capture-Western,15989957,Zhong Q (2005),Low Throughput,-
730067,5071,7332,PARK2,UBE2L3,Reconstituted Complex,22008525,Li Y (2011),Low Throughput,-
730182,5071,7324,PARK2,UBE2E1,Reconstituted Complex,21376232,Shin JH (2011),Low Throughput,-
730183,5071,7332,PARK2,UBE2L3,Reconstituted Complex,21376232,Shin JH (2011),Low Throughput,-
730184,5071,7323,PARK2,UBE2D3,Reconstituted Complex,21376232,Shin JH (2011),Low Throughput,-
730340,5071,51465,PARK2,UBE2J1,Reconstituted Complex,15603737,Kalia SK (2004),Low Throughput,-
730341,5071,7326,PARK2,UBE2G1,Reconstituted Complex,15603737,Kalia SK (2004),Low Throughput,-
730346,5071,51465,PARK2,UBE2J1,Reconstituted Complex,12150907,Imai Y (2002),Low Throughput,-
730347,5071,7327,PARK2,UBE2G2,Reconstituted Complex,12150907,Imai Y (2002),Low Throughput,-
730348,5071,7322,PARK2,UBE2D2,Reconstituted Complex,12150907,Imai Y (2002),Low Throughput,-
730360,5071,7332,PARK2,UBE2L3,Reconstituted Complex,11590439,Chung KK (2001),Low Throughput,-
732874,5071,51465,PARK2,UBE2J1,Reconstituted Complex,16862145,Fallon L (2006),Low Throughput,-
732875,5071,7326,PARK2,UBE2G1,Reconstituted Complex,16862145,Fallon L (2006),Low Throughput,-
732881,328,7329,APEX1,UBE2I,Two-hybrid,12110916,Yan MD (2002),High Throughput,table 1.
732894,5071,7332,PARK2,UBE2L3,Reconstituted Complex,16096643,Sato S (2006),Low Throughput,-
732897,5071,7332,PARK2,UBE2L3,Reconstituted Complex,16714300,Hampe C (2006),Low Throughput,-
732898,5071,7332,PARK2,UBE2L3,Reconstituted Complex,16332688,Um JW (2006),Low Throughput,-
733054,79594,7322,MUL1,UBE2D2,Reconstituted Complex,19407830,Braschi E (2009),Low Throughput,-
733060,5071,7332,PARK2,UBE2L3,Reconstituted Complex,21694720,Chaugule VK (2011),Low Throughput,-
733061,5071,9246,PARK2,UBE2L6,Reconstituted Complex,21694720,Chaugule VK (2011),Low Throughput,-
733062,5071,7334,PARK2,UBE2N,Reconstituted Complex,21694720,Chaugule VK (2011),Low Throughput,-
733063,5071,7335,PARK2,UBE2V1,Reconstituted Complex,21694720,Chaugule VK (2011),Low Throughput,-
733064,5071,7327,PARK2,UBE2G2,Reconstituted Complex,21694720,Chaugule VK (2011),Low Throughput,-
733065,5071,7322,PARK2,UBE2D2,Reconstituted Complex,21694720,Chaugule VK (2011),Low Throughput,-
733211,79594,7321,MUL1,UBE2D1,Reconstituted Complex,21597459,Jung JH (2011),Low Throughput,figure 3.
733212,79594,7323,MUL1,UBE2D3,Reconstituted Complex,21597459,Jung JH (2011),Low Throughput,figure 3.
733304,5071,7332,PARK2,UBE2L3,Reconstituted Complex,21292769,Wang H (2011),Low Throughput,-
733486,5071,7332,PARK2,UBE2L3,Reconstituted Complex,21209200,Imam SZ (2011),Low Throughput,-
734386,11315,4841,PARK7,NONO,Affinity Capture-MS,15790595,Xu J (2005),Low Throughput,figure 1.
734387,11315,6421,PARK7,SFPQ,Affinity Capture-MS,15790595,Xu J (2005),Low Throughput,figure 1.
734388,11315,4841,PARK7,NONO,Affinity Capture-Western,15790595,Xu J (2005),Low Throughput,figure 1.
734389,11315,6421,PARK7,SFPQ,Affinity Capture-Western,15790595,Xu J (2005),Low Throughput,figure 1.
734819,51024,64786,FIS1,TBC1D15,Affinity Capture-Western,23077178,Onoue K (2012),Low Throughput,-
734821,64786,51024,TBC1D15,FIS1,Reconstituted Complex,23077178,Onoue K (2012),Low Throughput,-
734822,51024,64786,FIS1,TBC1D15,Affinity Capture-MS,23077178,Onoue K (2012),Low Throughput,-
734823,51024,64786,FIS1,TBC1D15,Co-localization,23077178,Onoue K (2012),Low Throughput,expression of Flag-tagged Fis1 induces mitochondrial localization of TBC1D15
734824,64786,51024,TBC1D15,FIS1,Affinity Capture-Western,23077178,Onoue K (2012),Low Throughput,-
734855,65018,5071,PINK1,PARK2,Affinity Capture-Western,19880420,Sha D (2010),Low Throughput,figure 1.
734856,5071,65018,PARK2,PINK1,Affinity Capture-Western,19880420,Sha D (2010),Low Throughput,figure 1.
734857,65018,5071,PINK1,PARK2,Biochemical Activity,19880420,Sha D (2010),Low Throughput,figure 3.
734858,5071,7334,PARK2,UBE2N,Affinity Capture-Western,19880420,Sha D (2010),Low Throughput,figure 5.
734860,5071,8517,PARK2,IKBKG,Biochemical Activity,19880420,Sha D (2010),Low Throughput,figure 5.
734863,5071,65018,PARK2,PINK1,Phenotypic Suppression,19880420,Sha D (2010),Low Throughput,figure 9. PINK1 depletion impairs NF-kB activation and cell survival and this phenotype can be rescued by wild-type
734994,6622,4512,SNCA,COX1,Protein-peptide,17893145,Woods WS (2007),High Throughput,table 1. T7 bacteriophage displaying cDNA from human brain (Novagen T7 Select).
735033,11315,367,PARK7,AR,Two-hybrid,17510388,Tillman JE (2007),Low Throughput,figure 1.
735034,11315,367,PARK7,AR,Affinity Capture-Western,17510388,Tillman JE (2007),Low Throughput,figure 1.
735035,367,11315,AR,PARK7,Affinity Capture-Western,17510388,Tillman JE (2007),Low Throughput,figure 1.|figure 2. Hormonal treatment increases DJ-1-AR interaction in LAPC4 and LNCaP cell lines
735085,51024,64786,FIS1,TBC1D15,Reconstituted Complex,23077178,Onoue K (2012),Low Throughput,-
735159,11315,204851,PARK7,HIPK1,Two-hybrid,16390825,Sekito A (2006),Low Throughput,figure 1.
735160,11315,11315,PARK7,PARK7,Two-hybrid,16390825,Sekito A (2006),Low Throughput,figure 1.
735161,11315,204851,PARK7,HIPK1,Affinity Capture-Western,16390825,Sekito A (2006),Low Throughput,figure 2.
735162,11315,204851,PARK7,HIPK1,Reconstituted Complex,16390825,Sekito A (2006),Low Throughput,figure 2.
735167,5071,6622,PARK2,SNCA,Phenotypic Suppression,12963044,Oluwatosin-Chigbu Y (2003),Low Throughput,figure 2. Over-expression of parkin by stable transfection of SHSY-5Y cells suppresses aS-induced cytotoxicity
735194,11315,6622,PARK7,SNCA,Affinity Capture-Western,15935068,Meulener MC (2005),Low Throughput,figure 7.
735195,6622,11315,SNCA,PARK7,Affinity Capture-Western,15935068,Meulener MC (2005),Low Throughput,figure 7.
735573,55037,4549,PTCD3,RNR1,Protein-RNA,19427859,Davies SM (2009),Low Throughput,-
735574,55037,64960,PTCD3,MRPS15,Co-fractionation,19427859,Davies SM (2009),Low Throughput,-
735575,55037,64960,PTCD3,MRPS15,Affinity Capture-Western,19427859,Davies SM (2009),Low Throughput,-
735594,5071,7416,PARK2,VDAC1,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735595,5071,7417,PARK2,VDAC2,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735596,5071,7419,PARK2,VDAC3,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735597,5071,3098,PARK2,HK1,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735598,5071,9868,PARK2,TOMM70A,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735599,5071,55847,PARK2,CISD1,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735600,5071,4831,PARK2,NME2,Affinity Capture-MS,23068103,Okatsu K (2012),Low Throughput,table 1.
735648,11315,6721,PARK7,SREBF2,Affinity Capture-Western,22666465,Yamaguchi S (2012),Low Throughput,figure 6.
735660,11315,51567,PARK7,TDP2,Affinity Capture-Western,19023331,Zucchelli S (2009),Low Throughput,figure 1.
735661,51567,11315,TDP2,PARK7,Affinity Capture-Western,19023331,Zucchelli S (2009),Low Throughput,figure 1.
735739,57506,80762,MAVS,NDFIP1,Affinity Capture-Western,23087404,Wang Y (2012),Low Throughput,-
735740,80762,57506,NDFIP1,MAVS,Affinity Capture-Western,23087404,Wang Y (2012),Low Throughput,-
735742,57154,57506,SMURF1,MAVS,Affinity Capture-Western,23087404,Wang Y (2012),Low Throughput,increased in presence of  Ndfip1
735874,4217,11315,MAP3K5,PARK7,Affinity Capture-Western,20213747,Mo JS (2010),Low Throughput,figure 5.
735875,11315,4217,PARK7,MAP3K5,Affinity Capture-Western,20213747,Mo JS (2010),Low Throughput,figure 5.
735965,11315,11315,PARK7,PARK7,Co-crystal Structure,18922803,Cha SS (2008),Low Throughput,figure 3.
735966,11315,5728,PARK7,PTEN,Affinity Capture-Western,19885556,Kim YC (2009),Low Throughput,figure 1.
735967,11315,5728,PARK7,PTEN,Reconstituted Complex,19885556,Kim YC (2009),Low Throughput,figure 1.
735978,65018,253260,PINK1,RICTOR,Affinity Capture-Western,21177249,Murata H (2011),Low Throughput,figure 5.
735979,253260,65018,RICTOR,PINK1,Affinity Capture-Western,21177249,Murata H (2011),Low Throughput,figure 5.
735980,65018,79109,PINK1,MAPKAP1,Affinity Capture-Western,21177249,Murata H (2011),Low Throughput,figure 5.
735981,79109,65018,MAPKAP1,PINK1,Affinity Capture-Western,21177249,Murata H (2011),Low Throughput,figure 5.
735982,65018,207,PINK1,AKT1,Affinity Capture-Western,21177249,Murata H (2011),Low Throughput,figure S3.
735983,207,65018,AKT1,PINK1,Affinity Capture-Western,21177249,Murata H (2011),Low Throughput,figure S3.
736131,65018,9040,PINK1,UBE2M,Affinity Capture-MS,22388932,Choo YS (2012),Low Throughput,table 1.
736132,65018,10920,PINK1,COPS8,Affinity Capture-MS,22388932,Choo YS (2012),Low Throughput,table 1.
736137,9040,5071,UBE2M,PARK2,Biochemical Activity,22388932,Choo YS (2012),Low Throughput,"figure 1E. APP-BP1/Uba3 as E1, Ubc12 as E2, Nedd8 as the modifier."
736138,9040,65018,UBE2M,PINK1,Biochemical Activity,22388932,Choo YS (2012),Low Throughput,"figure 1F. APP-BP1/Uba3 as E1, Ubc12 as E2, Nedd8 as the modifier."
736389,3064,4077,HTT,NBR1,Affinity Capture-Western,20417604,Filimonenko M (2010),Low Throughput,-
736574,5071,2861,PARK2,GPR37,Phenotypic Suppression,12670421,Yang Y (2003),Low Throughput,figure 3. co-express in fruit fly.
736575,5071,6622,PARK2,SNCA,Phenotypic Suppression,12670421,Yang Y (2003),Low Throughput,figure 8. co-express in fruit fly.
736579,573,11315,BAG1,PARK7,Affinity Capture-Western,20156966,Deeg S (2010),Low Throughput,figure 1.
736583,11315,3308,PARK7,HSPA4,Affinity Capture-Western,20156966,Deeg S (2010),Low Throughput,figure 2.
736584,11315,573,PARK7,BAG1,Affinity Capture-Western,20156966,Deeg S (2010),Low Throughput,figure 2.
736585,11315,11315,PARK7,PARK7,FRET,20156966,Deeg S (2010),Low Throughput,figure 4.
736589,11315,8772,PARK7,FADD,Reconstituted Complex,21785459,Fu K (2012),Low Throughput,figure 4.
736590,11315,8772,PARK7,FADD,Affinity Capture-Western,21785459,Fu K (2012),Low Throughput,figure 4.
736591,8772,11315,FADD,PARK7,Affinity Capture-Western,21785459,Fu K (2012),Low Throughput,figure 4.|figure 5.
736592,8772,11315,FADD,PARK7,Reconstituted Complex,21785459,Fu K (2012),Low Throughput,figure 5.
736593,841,11315,CASP8,PARK7,Reconstituted Complex,21785459,Fu K (2012),Low Throughput,figure 5.
736694,5071,3312,PARK2,HSPA8,Affinity Capture-MS,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 1.
736695,5071,3308,PARK2,HSPA4,Affinity Capture-MS,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 1.
736713,5071,3308,PARK2,HSPA4,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 1.|figure 3.
736714,5071,6950,PARK2,TCP1,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 1.|figure 3.
736715,5071,10576,PARK2,CCT2,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 1.|figure 3.
736722,5071,135138,PARK2,PACRG,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 3.
736723,5071,10273,PARK2,STUB1,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 3.
736724,5071,3301,PARK2,DNAJA1,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 3.
736725,5071,7415,PARK2,VCP,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 3.
736726,5071,3320,PARK2,HSP90AA1,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 3.
736727,135138,5071,PACRG,PARK2,Affinity Capture-Western,14532270,Imai Y (2003),Low Throughput,exogenous expression of bait|figure 3.
736903,5071,5071,PARK2,PARK2,Biochemical Activity,15557340,Yamamoto A (2005),Low Throughput,"figure 9. autoubiquitination, and was reduced by phosphorylation."
736904,5071,7416,PARK2,VDAC1,Affinity Capture-Western,23060438,Sun Y (2012),Low Throughput,figure 1.
736905,5071,7416,PARK2,VDAC1,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
736906,5071,7417,PARK2,VDAC2,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
736907,5071,7419,PARK2,VDAC3,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
736908,5071,55288,PARK2,RHOT1,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
736909,5071,89941,PARK2,RHOT2,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
736910,5071,55669,PARK2,MFN1,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
736911,5071,9927,PARK2,MFN2,Affinity Capture-MS,23060438,Sun Y (2012),Low Throughput,table 1.
737388,525,2040,ATP6V1B1,STOM,Affinity Capture-MS,21674799,Nylandsted J (2011),Low Throughput,-
737403,2639,4846,GCDH,NOS3,Affinity Capture-Western,21163940,Soler-Lopez M (2011),Low Throughput,-
737740,84681,351,HINT2,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737783,2647,351,BLOC1S1,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737792,51204,351,TACO1,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737799,10455,351,ECI2,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737803,25824,351,PRDX5,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737805,112812,351,FDX1L,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737932,1891,351,ECH1,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
737956,92170,351,MTG1,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
738011,90624,351,LYRM7,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
738041,51218,351,GLRX5,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
738069,3033,351,HADH,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
738087,5264,351,PHYH,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
738165,587,351,BCAT2,APP,Reconstituted Complex,21832049,Olah J (2011),High Throughput,-
